id,single_tone,combined_tones,single_tone_path,combined_tones_path
154,"[14501.531221874986,33]","[[6046.875,41],[14501.531221874986,33]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000154_single_14501.53Hz_-57.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000154_combined_06046.88Hz_-49.00dBFS+14501.53Hz_-57.00dBFS.wav
155,"[3103.524063055143,55]","[[5132.8125,68],[3103.524063055143,55]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000155_single_03103.52Hz_-35.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000155_combined_05132.81Hz_-22.00dBFS+03103.52Hz_-35.00dBFS.wav
156,"[6674.518884427314,39]","[[2765.625,74],[6674.518884427314,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000156_single_06674.52Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000156_combined_02765.62Hz_-16.00dBFS+06674.52Hz_-51.00dBFS.wav
157,"[3317.843907847188,22]","[[3984.375,50],[3317.843907847188,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000157_single_03317.84Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000157_combined_03984.38Hz_-40.00dBFS+03317.84Hz_-68.00dBFS.wav
158,"[7190.983209559533,24]","[[13359.375,79],[7190.983209559533,24]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000158_single_07190.98Hz_-66.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000158_combined_13359.38Hz_-11.00dBFS+07190.98Hz_-66.00dBFS.wav
159,"[8644.242209889995,32]","[[3281.25,50],[8644.242209889995,32]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000159_single_08644.24Hz_-58.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000159_combined_03281.25Hz_-40.00dBFS+08644.24Hz_-58.00dBFS.wav
160,"[3145.6188964305593,41]","[[6679.6875,44],[3145.6188964305593,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000160_single_03145.62Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000160_combined_06679.69Hz_-46.00dBFS+03145.62Hz_-49.00dBFS.wav
161,"[4196.999023531458,41]","[[3328.125,43],[4196.999023531458,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000161_single_04197.00Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000161_combined_03328.12Hz_-47.00dBFS+04197.00Hz_-49.00dBFS.wav
162,"[17290.738966479577,30]","[[4007.8125,70],[17290.738966479577,30]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000162_single_17290.74Hz_-60.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000162_combined_04007.81Hz_-20.00dBFS+17290.74Hz_-60.00dBFS.wav
163,"[4248.742312407003,20]","[[8531.25,47],[4248.742312407003,20]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000163_single_04248.74Hz_-70.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000163_combined_08531.25Hz_-43.00dBFS+04248.74Hz_-70.00dBFS.wav
164,"[268.87990643841704,27]","[[421.875,77],[268.87990643841704,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000164_single_00268.88Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000164_combined_00421.88Hz_-13.00dBFS+00268.88Hz_-63.00dBFS.wav
165,"[4646.124410615754,51]","[[7734.375,71],[4646.124410615754,51]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000165_single_04646.12Hz_-39.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000165_combined_07734.38Hz_-19.00dBFS+04646.12Hz_-39.00dBFS.wav
166,"[1365.2115453987228,23]","[[1523.4375,50],[1365.2115453987228,23]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000166_single_01365.21Hz_-67.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000166_combined_01523.44Hz_-40.00dBFS+01365.21Hz_-67.00dBFS.wav
167,"[6155.476066087762,28]","[[11320.3125,70],[6155.476066087762,28]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000167_single_06155.48Hz_-62.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000167_combined_11320.31Hz_-20.00dBFS+06155.48Hz_-62.00dBFS.wav
168,"[3572.9988386582904,63]","[[984.375,73],[3572.9988386582904,63]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000168_single_03573.00Hz_-27.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000168_combined_00984.38Hz_-17.00dBFS+03573.00Hz_-27.00dBFS.wav
169,"[5113.72138773731,36]","[[11507.8125,58],[5113.72138773731,36]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000169_single_05113.72Hz_-54.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000169_combined_11507.81Hz_-32.00dBFS+05113.72Hz_-54.00dBFS.wav
170,"[6156.905443373107,50]","[[6210.9375,78],[6156.905443373107,50]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000170_single_06156.91Hz_-40.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000170_combined_06210.94Hz_-12.00dBFS+06156.91Hz_-40.00dBFS.wav
171,"[991.4190420535691,57]","[[1828.125,62],[991.4190420535691,57]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000171_single_00991.42Hz_-33.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000171_combined_01828.12Hz_-28.00dBFS+00991.42Hz_-33.00dBFS.wav
172,"[13363.550887613772,63]","[[4523.4375,71],[13363.550887613772,63]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000172_single_13363.55Hz_-27.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000172_combined_04523.44Hz_-19.00dBFS+13363.55Hz_-27.00dBFS.wav
173,"[8734.94140348467,40]","[[4265.625,42],[8734.94140348467,40]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000173_single_08734.94Hz_-50.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000173_combined_04265.62Hz_-48.00dBFS+08734.94Hz_-50.00dBFS.wav
174,"[4423.647336243902,24]","[[5015.625,63],[4423.647336243902,24]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000174_single_04423.65Hz_-66.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000174_combined_05015.62Hz_-27.00dBFS+04423.65Hz_-66.00dBFS.wav
175,"[13513.128904293648,46]","[[14390.625,48],[13513.128904293648,46]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000175_single_13513.13Hz_-44.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000175_combined_14390.62Hz_-42.00dBFS+13513.13Hz_-44.00dBFS.wav
176,"[6732.777410325936,20]","[[13148.4375,68],[6732.777410325936,20]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000176_single_06732.78Hz_-70.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000176_combined_13148.44Hz_-22.00dBFS+06732.78Hz_-70.00dBFS.wav
177,"[4218.2528213515825,50]","[[8906.25,67],[4218.2528213515825,50]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000177_single_04218.25Hz_-40.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000177_combined_08906.25Hz_-23.00dBFS+04218.25Hz_-40.00dBFS.wav
178,"[7151.304947552599,37]","[[9046.875,46],[7151.304947552599,37]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000178_single_07151.30Hz_-53.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000178_combined_09046.88Hz_-44.00dBFS+07151.30Hz_-53.00dBFS.wav
179,"[4602.38231832271,36]","[[5343.75,73],[4602.38231832271,36]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000179_single_04602.38Hz_-54.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000179_combined_05343.75Hz_-17.00dBFS+04602.38Hz_-54.00dBFS.wav
180,"[4261.315610852516,29]","[[4476.5625,55],[4261.315610852516,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000180_single_04261.32Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000180_combined_04476.56Hz_-35.00dBFS+04261.32Hz_-61.00dBFS.wav
181,"[18007.30950105111,36]","[[14976.5625,48],[18007.30950105111,36]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000181_single_18007.31Hz_-54.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000181_combined_14976.56Hz_-42.00dBFS+18007.31Hz_-54.00dBFS.wav
182,"[7411.637553818963,22]","[[10406.25,54],[7411.637553818963,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000182_single_07411.64Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000182_combined_10406.25Hz_-36.00dBFS+07411.64Hz_-68.00dBFS.wav
183,"[10787.333509004377,29]","[[7757.8125,76],[10787.333509004377,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000183_single_10787.33Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000183_combined_07757.81Hz_-14.00dBFS+10787.33Hz_-61.00dBFS.wav
184,"[9370.51512126269,23]","[[3656.25,47],[9370.51512126269,23]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000184_single_09370.52Hz_-67.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000184_combined_03656.25Hz_-43.00dBFS+09370.52Hz_-67.00dBFS.wav
185,"[4818.803136086337,64]","[[3117.1875,73],[4818.803136086337,64]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000185_single_04818.80Hz_-26.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000185_combined_03117.19Hz_-17.00dBFS+04818.80Hz_-26.00dBFS.wav
186,"[6209.027778172322,22]","[[13335.9375,77],[6209.027778172322,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000186_single_06209.03Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000186_combined_13335.94Hz_-13.00dBFS+06209.03Hz_-68.00dBFS.wav
187,"[2247.752467014084,27]","[[679.6875,66],[2247.752467014084,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000187_single_02247.75Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000187_combined_00679.69Hz_-24.00dBFS+02247.75Hz_-63.00dBFS.wav
188,"[6295.190323932741,26]","[[5648.4375,44],[6295.190323932741,26]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000188_single_06295.19Hz_-64.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000188_combined_05648.44Hz_-46.00dBFS+06295.19Hz_-64.00dBFS.wav
189,"[4397.805104857283,34]","[[10523.4375,58],[4397.805104857283,34]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000189_single_04397.81Hz_-56.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000189_combined_10523.44Hz_-32.00dBFS+04397.81Hz_-56.00dBFS.wav
190,"[9821.374550592,53]","[[12398.4375,79],[9821.374550592,53]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000190_single_09821.37Hz_-37.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000190_combined_12398.44Hz_-11.00dBFS+09821.37Hz_-37.00dBFS.wav
191,"[1269.7839061110642,58]","[[937.5,61],[1269.7839061110642,58]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000191_single_01269.78Hz_-32.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000191_combined_00937.50Hz_-29.00dBFS+01269.78Hz_-32.00dBFS.wav
192,"[2202.874122554934,53]","[[1101.5625,54],[2202.874122554934,53]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000192_single_02202.87Hz_-37.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000192_combined_01101.56Hz_-36.00dBFS+02202.87Hz_-37.00dBFS.wav
193,"[6325.450451102715,27]","[[13125,40],[6325.450451102715,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000193_single_06325.45Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000193_combined_13125.00Hz_-50.00dBFS+06325.45Hz_-63.00dBFS.wav
194,"[4241.35823040909,20]","[[8250,44],[4241.35823040909,20]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000194_single_04241.36Hz_-70.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000194_combined_08250.00Hz_-46.00dBFS+04241.36Hz_-70.00dBFS.wav
195,"[5071.396131039062,49]","[[10664.0625,70],[5071.396131039062,49]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000195_single_05071.40Hz_-41.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000195_combined_10664.06Hz_-20.00dBFS+05071.40Hz_-41.00dBFS.wav
196,"[5004.2428440238255,39]","[[9210.9375,44],[5004.2428440238255,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000196_single_05004.24Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000196_combined_09210.94Hz_-46.00dBFS+05004.24Hz_-51.00dBFS.wav
197,"[11660.31561026678,30]","[[12914.0625,54],[11660.31561026678,30]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000197_single_11660.32Hz_-60.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000197_combined_12914.06Hz_-36.00dBFS+11660.32Hz_-60.00dBFS.wav
198,"[14382.987637940674,45]","[[10476.5625,48],[14382.987637940674,45]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000198_single_14382.99Hz_-45.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000198_combined_10476.56Hz_-42.00dBFS+14382.99Hz_-45.00dBFS.wav
199,"[13316.30384188366,32]","[[14531.25,43],[13316.30384188366,32]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000199_single_13316.30Hz_-58.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000199_combined_14531.25Hz_-47.00dBFS+13316.30Hz_-58.00dBFS.wav
200,"[12131.205515779178,22]","[[14203.125,41],[12131.205515779178,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000200_single_12131.21Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000200_combined_14203.12Hz_-49.00dBFS+12131.21Hz_-68.00dBFS.wav
201,"[9877.558239242137,29]","[[8039.0625,75],[9877.558239242137,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000201_single_09877.56Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000201_combined_08039.06Hz_-15.00dBFS+09877.56Hz_-61.00dBFS.wav
202,"[12478.893730136906,27]","[[9070.3125,52],[12478.893730136906,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000202_single_12478.89Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000202_combined_09070.31Hz_-38.00dBFS+12478.89Hz_-63.00dBFS.wav
203,"[4978.6145745347685,28]","[[2179.6875,68],[4978.6145745347685,28]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000203_single_04978.61Hz_-62.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000203_combined_02179.69Hz_-22.00dBFS+04978.61Hz_-62.00dBFS.wav
204,"[9174.598415807233,28]","[[10992.1875,70],[9174.598415807233,28]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000204_single_09174.60Hz_-62.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000204_combined_10992.19Hz_-20.00dBFS+09174.60Hz_-62.00dBFS.wav
205,"[4653.453468079815,64]","[[5882.8125,67],[4653.453468079815,64]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000205_single_04653.45Hz_-26.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000205_combined_05882.81Hz_-23.00dBFS+04653.45Hz_-26.00dBFS.wav
206,"[6109.436219062948,35]","[[11085.9375,52],[6109.436219062948,35]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000206_single_06109.44Hz_-55.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000206_combined_11085.94Hz_-38.00dBFS+06109.44Hz_-55.00dBFS.wav
207,"[9699.480482510653,28]","[[14648.4375,46],[9699.480482510653,28]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000207_single_09699.48Hz_-62.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000207_combined_14648.44Hz_-44.00dBFS+09699.48Hz_-62.00dBFS.wav
208,"[7903.603543712024,67]","[[6304.6875,71],[7903.603543712024,67]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000208_single_07903.60Hz_-23.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000208_combined_06304.69Hz_-19.00dBFS+07903.60Hz_-23.00dBFS.wav
209,"[14817.14685464513,70]","[[13781.25,75],[14817.14685464513,70]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000209_single_14817.15Hz_-20.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000209_combined_13781.25Hz_-15.00dBFS+14817.15Hz_-20.00dBFS.wav
210,"[7991.821580020234,41]","[[13242.1875,47],[7991.821580020234,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000210_single_07991.82Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000210_combined_13242.19Hz_-43.00dBFS+07991.82Hz_-49.00dBFS.wav
211,"[10919.280466669474,39]","[[13101.5625,46],[10919.280466669474,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000211_single_10919.28Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000211_combined_13101.56Hz_-44.00dBFS+10919.28Hz_-51.00dBFS.wav
212,"[7473.965071501225,22]","[[14789.0625,75],[7473.965071501225,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000212_single_07473.97Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000212_combined_14789.06Hz_-15.00dBFS+07473.97Hz_-68.00dBFS.wav
213,"[4416.003679927011,29]","[[9164.0625,65],[4416.003679927011,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000213_single_04416.00Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000213_combined_09164.06Hz_-25.00dBFS+04416.00Hz_-61.00dBFS.wav
214,"[8034.210750494145,32]","[[8390.625,42],[8034.210750494145,32]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000214_single_08034.21Hz_-58.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000214_combined_08390.62Hz_-48.00dBFS+08034.21Hz_-58.00dBFS.wav
215,"[11474.07135982933,33]","[[10804.6875,46],[11474.07135982933,33]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000215_single_11474.07Hz_-57.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000215_combined_10804.69Hz_-44.00dBFS+11474.07Hz_-57.00dBFS.wav
216,"[11003.396386035056,36]","[[10125,58],[11003.396386035056,36]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000216_single_11003.40Hz_-54.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000216_combined_10125.00Hz_-32.00dBFS+11003.40Hz_-54.00dBFS.wav
217,"[8027.34779762357,41]","[[5203.125,71],[8027.34779762357,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000217_single_08027.35Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000217_combined_05203.12Hz_-19.00dBFS+08027.35Hz_-49.00dBFS.wav
218,"[8285.634544310506,53]","[[5273.4375,61],[8285.634544310506,53]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000218_single_08285.63Hz_-37.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000218_combined_05273.44Hz_-29.00dBFS+08285.63Hz_-37.00dBFS.wav
219,"[19382.545932649526,48]","[[6515.625,52],[19382.545932649526,48]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000219_single_19382.55Hz_-42.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000219_combined_06515.62Hz_-38.00dBFS+19382.55Hz_-42.00dBFS.wav
220,"[12711.692410908334,59]","[[11882.8125,71],[12711.692410908334,59]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000220_single_12711.69Hz_-31.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000220_combined_11882.81Hz_-19.00dBFS+12711.69Hz_-31.00dBFS.wav
221,"[11256.507623486,41]","[[5414.0625,57],[11256.507623486,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000221_single_11256.51Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000221_combined_05414.06Hz_-33.00dBFS+11256.51Hz_-49.00dBFS.wav
222,"[3910.4428905255218,27]","[[5835.9375,48],[3910.4428905255218,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000222_single_03910.44Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000222_combined_05835.94Hz_-42.00dBFS+03910.44Hz_-63.00dBFS.wav
223,"[7973.583363502579,69]","[[9914.0625,74],[7973.583363502579,69]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000223_single_07973.58Hz_-21.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000223_combined_09914.06Hz_-16.00dBFS+07973.58Hz_-21.00dBFS.wav
224,"[4495.46282850249,29]","[[4875,44],[4495.46282850249,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000224_single_04495.46Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000224_combined_04875.00Hz_-46.00dBFS+04495.46Hz_-61.00dBFS.wav
225,"[13960.663456420223,33]","[[11625,64],[13960.663456420223,33]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000225_single_13960.66Hz_-57.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000225_combined_11625.00Hz_-26.00dBFS+13960.66Hz_-57.00dBFS.wav
226,"[9711.368508225754,21]","[[10007.8125,59],[9711.368508225754,21]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000226_single_09711.37Hz_-69.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000226_combined_10007.81Hz_-31.00dBFS+09711.37Hz_-69.00dBFS.wav
227,"[5692.105939601242,63]","[[13570.3125,65],[5692.105939601242,63]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000227_single_05692.11Hz_-27.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000227_combined_13570.31Hz_-25.00dBFS+05692.11Hz_-27.00dBFS.wav
228,"[1755.965423253683,26]","[[632.8125,43],[1755.965423253683,26]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000228_single_01755.97Hz_-64.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000228_combined_00632.81Hz_-47.00dBFS+01755.97Hz_-64.00dBFS.wav
229,"[18714.59516164356,43]","[[9328.125,59],[18714.59516164356,43]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000229_single_18714.60Hz_-47.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000229_combined_09328.12Hz_-31.00dBFS+18714.60Hz_-47.00dBFS.wav
230,"[1220.0301898347775,55]","[[1500,57],[1220.0301898347775,55]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000230_single_01220.03Hz_-35.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000230_combined_01500.00Hz_-33.00dBFS+01220.03Hz_-35.00dBFS.wav
231,"[1569.2097919438904,21]","[[1851.5625,54],[1569.2097919438904,21]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000231_single_01569.21Hz_-69.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000231_combined_01851.56Hz_-36.00dBFS+01569.21Hz_-69.00dBFS.wav
232,"[18594.763554744783,40]","[[14601.5625,52],[18594.763554744783,40]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000232_single_18594.76Hz_-50.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000232_combined_14601.56Hz_-38.00dBFS+18594.76Hz_-50.00dBFS.wav
233,"[5487.625694671582,33]","[[11765.625,41],[5487.625694671582,33]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000233_single_05487.63Hz_-57.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000233_combined_11765.62Hz_-49.00dBFS+05487.63Hz_-57.00dBFS.wav
