id,single_tone,combined_tones,single_tone_path,combined_tones_path
81,"[8934.347729567467,59]","[[3187.5,73],[8934.347729567467,59]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000081_single_08934.35Hz_-31.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000081_combined_03187.50Hz_-17.00dBFS+08934.35Hz_-31.00dBFS.wav
82,"[983.251922882976,47]","[[1171.875,60],[983.251922882976,47]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000082_single_00983.25Hz_-43.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000082_combined_01171.88Hz_-30.00dBFS+00983.25Hz_-43.00dBFS.wav
83,"[1929.2862316228213,63]","[[1757.8125,69],[1929.2862316228213,63]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000083_single_01929.29Hz_-27.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000083_combined_01757.81Hz_-21.00dBFS+01929.29Hz_-27.00dBFS.wav
84,"[1329.2228564834845,64]","[[2343.75,67],[1329.2228564834845,64]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000084_single_01329.22Hz_-26.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000084_combined_02343.75Hz_-23.00dBFS+01329.22Hz_-26.00dBFS.wav
85,"[3693.3527628708234,44]","[[7359.375,79],[3693.3527628708234,44]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000085_single_03693.35Hz_-46.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000085_combined_07359.38Hz_-11.00dBFS+03693.35Hz_-46.00dBFS.wav
86,"[5526.325799102435,44]","[[9890.625,48],[5526.325799102435,44]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000086_single_05526.33Hz_-46.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000086_combined_09890.62Hz_-42.00dBFS+05526.33Hz_-46.00dBFS.wav
87,"[7186.572149962334,37]","[[14132.8125,47],[7186.572149962334,37]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000087_single_07186.57Hz_-53.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000087_combined_14132.81Hz_-43.00dBFS+07186.57Hz_-53.00dBFS.wav
88,"[8551.047838808017,56]","[[9000,79],[8551.047838808017,56]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000088_single_08551.05Hz_-34.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000088_combined_09000.00Hz_-11.00dBFS+08551.05Hz_-34.00dBFS.wav
89,"[6968.265078133192,50]","[[3164.0625,75],[6968.265078133192,50]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000089_single_06968.27Hz_-40.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000089_combined_03164.06Hz_-15.00dBFS+06968.27Hz_-40.00dBFS.wav
90,"[2135.6051001989167,39]","[[2132.8125,63],[2135.6051001989167,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000090_single_02135.61Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000090_combined_02132.81Hz_-27.00dBFS+02135.61Hz_-51.00dBFS.wav
91,"[773.2483680994085,28]","[[539.0625,42],[773.2483680994085,28]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000091_single_00773.25Hz_-62.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000091_combined_00539.06Hz_-48.00dBFS+00773.25Hz_-62.00dBFS.wav
92,"[1538.3598690304698,22]","[[2390.625,52],[1538.3598690304698,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000092_single_01538.36Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000092_combined_02390.62Hz_-38.00dBFS+01538.36Hz_-68.00dBFS.wav
93,"[7597.499926076501,27]","[[9937.5,54],[7597.499926076501,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000093_single_07597.50Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000093_combined_09937.50Hz_-36.00dBFS+07597.50Hz_-63.00dBFS.wav
94,"[4367.293992595274,39]","[[2273.4375,56],[4367.293992595274,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000094_single_04367.29Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000094_combined_02273.44Hz_-34.00dBFS+04367.29Hz_-51.00dBFS.wav
95,"[10859.008601931682,37]","[[13945.3125,51],[10859.008601931682,37]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000095_single_10859.01Hz_-53.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000095_combined_13945.31Hz_-39.00dBFS+10859.01Hz_-53.00dBFS.wav
96,"[7551.880997705751,22]","[[13898.4375,50],[7551.880997705751,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000096_single_07551.88Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000096_combined_13898.44Hz_-40.00dBFS+07551.88Hz_-68.00dBFS.wav
97,"[8620.76713099153,33]","[[14812.5,68],[8620.76713099153,33]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000097_single_08620.77Hz_-57.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000097_combined_14812.50Hz_-22.00dBFS+08620.77Hz_-57.00dBFS.wav
98,"[12110.939339780309,35]","[[14414.0625,41],[12110.939339780309,35]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000098_single_12110.94Hz_-55.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000098_combined_14414.06Hz_-49.00dBFS+12110.94Hz_-55.00dBFS.wav
99,"[4642.475999196991,42]","[[7453.125,70],[4642.475999196991,42]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000099_single_04642.48Hz_-48.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000099_combined_07453.12Hz_-20.00dBFS+04642.48Hz_-48.00dBFS.wav
100,"[16996.420638841155,39]","[[5976.5625,55],[16996.420638841155,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000100_single_16996.42Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000100_combined_05976.56Hz_-35.00dBFS+16996.42Hz_-51.00dBFS.wav
101,"[7680.466966025995,63]","[[14085.9375,69],[7680.466966025995,63]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000101_single_07680.47Hz_-27.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000101_combined_14085.94Hz_-21.00dBFS+07680.47Hz_-27.00dBFS.wav
102,"[6975.947026207261,26]","[[11015.625,50],[6975.947026207261,26]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000102_single_06975.95Hz_-64.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000102_combined_11015.62Hz_-40.00dBFS+06975.95Hz_-64.00dBFS.wav
103,"[1282.911375850664,33]","[[1570.3125,51],[1282.911375850664,33]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000103_single_01282.91Hz_-57.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000103_combined_01570.31Hz_-39.00dBFS+01282.91Hz_-57.00dBFS.wav
104,"[5991.800571508764,48]","[[2320.3125,54],[5991.800571508764,48]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000104_single_05991.80Hz_-42.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000104_combined_02320.31Hz_-36.00dBFS+05991.80Hz_-42.00dBFS.wav
105,"[8925.579482486888,41]","[[13218.75,47],[8925.579482486888,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000105_single_08925.58Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000105_combined_13218.75Hz_-43.00dBFS+08925.58Hz_-49.00dBFS.wav
106,"[18808.064303718365,32]","[[14062.5,63],[18808.064303718365,32]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000106_single_18808.06Hz_-58.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000106_combined_14062.50Hz_-27.00dBFS+18808.06Hz_-58.00dBFS.wav
107,"[8771.05395024704,22]","[[3679.6875,49],[8771.05395024704,22]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000107_single_08771.05Hz_-68.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000107_combined_03679.69Hz_-41.00dBFS+08771.05Hz_-68.00dBFS.wav
108,"[11478.13577125026,30]","[[10218.75,77],[11478.13577125026,30]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000108_single_11478.14Hz_-60.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000108_combined_10218.75Hz_-13.00dBFS+11478.14Hz_-60.00dBFS.wav
109,"[9342.15972843123,63]","[[6398.4375,66],[9342.15972843123,63]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000109_single_09342.16Hz_-27.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000109_combined_06398.44Hz_-24.00dBFS+09342.16Hz_-27.00dBFS.wav
110,"[7307.0727584945835,27]","[[4640.625,67],[7307.0727584945835,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000110_single_07307.07Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000110_combined_04640.62Hz_-23.00dBFS+07307.07Hz_-63.00dBFS.wav
111,"[11429.17158394669,68]","[[7570.3125,73],[11429.17158394669,68]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000111_single_11429.17Hz_-22.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000111_combined_07570.31Hz_-17.00dBFS+11429.17Hz_-22.00dBFS.wav
112,"[7337.654455659575,38]","[[4429.6875,58],[7337.654455659575,38]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000112_single_07337.65Hz_-52.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000112_combined_04429.69Hz_-32.00dBFS+07337.65Hz_-52.00dBFS.wav
113,"[3598.1799601991775,40]","[[5929.6875,51],[3598.1799601991775,40]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000113_single_03598.18Hz_-50.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000113_combined_05929.69Hz_-39.00dBFS+03598.18Hz_-50.00dBFS.wav
114,"[9589.902624914828,25]","[[14109.375,58],[9589.902624914828,25]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000114_single_09589.90Hz_-65.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000114_combined_14109.38Hz_-32.00dBFS+09589.90Hz_-65.00dBFS.wav
115,"[4754.506848941871,27]","[[7710.9375,40],[4754.506848941871,27]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000115_single_04754.51Hz_-63.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000115_combined_07710.94Hz_-50.00dBFS+04754.51Hz_-63.00dBFS.wav
116,"[4381.443701055166,41]","[[10851.5625,59],[4381.443701055166,41]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000116_single_04381.44Hz_-49.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000116_combined_10851.56Hz_-31.00dBFS+04381.44Hz_-49.00dBFS.wav
117,"[14454.470743375725,36]","[[7031.25,62],[14454.470743375725,36]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000117_single_14454.47Hz_-54.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000117_combined_07031.25Hz_-28.00dBFS+14454.47Hz_-54.00dBFS.wav
118,"[1001.1144315543372,52]","[[1476.5625,61],[1001.1144315543372,52]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000118_single_01001.11Hz_-38.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000118_combined_01476.56Hz_-29.00dBFS+01001.11Hz_-38.00dBFS.wav
119,"[13111.686817941143,32]","[[2976.5625,46],[13111.686817941143,32]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000119_single_13111.69Hz_-58.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000119_combined_02976.56Hz_-44.00dBFS+13111.69Hz_-58.00dBFS.wav
120,"[12001.1950975588,54]","[[3914.0625,79],[12001.1950975588,54]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000120_single_12001.20Hz_-36.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000120_combined_03914.06Hz_-11.00dBFS+12001.20Hz_-36.00dBFS.wav
121,"[6464.052180599304,24]","[[8859.375,46],[6464.052180599304,24]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000121_single_06464.05Hz_-66.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000121_combined_08859.38Hz_-44.00dBFS+06464.05Hz_-66.00dBFS.wav
122,"[6602.65994654868,45]","[[10148.4375,70],[6602.65994654868,45]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000122_single_06602.66Hz_-45.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000122_combined_10148.44Hz_-20.00dBFS+06602.66Hz_-45.00dBFS.wav
123,"[14339.791186973207,43]","[[12281.25,79],[14339.791186973207,43]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000123_single_14339.79Hz_-47.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000123_combined_12281.25Hz_-11.00dBFS+14339.79Hz_-47.00dBFS.wav
124,"[7568.836162994369,25]","[[8203.125,50],[7568.836162994369,25]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000124_single_07568.84Hz_-65.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000124_combined_08203.12Hz_-40.00dBFS+07568.84Hz_-65.00dBFS.wav
125,"[3214.706156811119,48]","[[6703.125,51],[3214.706156811119,48]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000125_single_03214.71Hz_-42.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000125_combined_06703.12Hz_-39.00dBFS+03214.71Hz_-42.00dBFS.wav
126,"[10418.733954174293,26]","[[11203.125,76],[10418.733954174293,26]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000126_single_10418.73Hz_-64.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000126_combined_11203.12Hz_-14.00dBFS+10418.73Hz_-64.00dBFS.wav
127,"[2362.0666995740385,21]","[[2835.9375,40],[2362.0666995740385,21]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000127_single_02362.07Hz_-69.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000127_combined_02835.94Hz_-50.00dBFS+02362.07Hz_-69.00dBFS.wav
128,"[13227.380923452334,50]","[[6070.3125,79],[13227.380923452334,50]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000128_single_13227.38Hz_-40.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000128_combined_06070.31Hz_-11.00dBFS+13227.38Hz_-40.00dBFS.wav
129,"[15052.581736600654,28]","[[11273.4375,68],[15052.581736600654,28]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000129_single_15052.58Hz_-62.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000129_combined_11273.44Hz_-22.00dBFS+15052.58Hz_-62.00dBFS.wav
130,"[7277.491519745423,47]","[[8156.25,51],[7277.491519745423,47]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000130_single_07277.49Hz_-43.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000130_combined_08156.25Hz_-39.00dBFS+07277.49Hz_-43.00dBFS.wav
131,"[13812.73439912855,40]","[[4054.6875,45],[13812.73439912855,40]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000131_single_13812.73Hz_-50.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000131_combined_04054.69Hz_-45.00dBFS+13812.73Hz_-50.00dBFS.wav
132,"[8461.449657935538,24]","[[12351.5625,54],[8461.449657935538,24]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000132_single_08461.45Hz_-66.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000132_combined_12351.56Hz_-36.00dBFS+08461.45Hz_-66.00dBFS.wav
133,"[5250.5641508426015,39]","[[8062.5,49],[5250.5641508426015,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000133_single_05250.56Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000133_combined_08062.50Hz_-41.00dBFS+05250.56Hz_-51.00dBFS.wav
134,"[4803.3532336913495,40]","[[6960.9375,68],[4803.3532336913495,40]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000134_single_04803.35Hz_-50.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000134_combined_06960.94Hz_-22.00dBFS+04803.35Hz_-50.00dBFS.wav
135,"[7380.70363800113,44]","[[14250,71],[7380.70363800113,44]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000135_single_07380.70Hz_-46.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000135_combined_14250.00Hz_-19.00dBFS+07380.70Hz_-46.00dBFS.wav
136,"[5862.495978726571,25]","[[11648.4375,50],[5862.495978726571,25]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000136_single_05862.50Hz_-65.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000136_combined_11648.44Hz_-40.00dBFS+05862.50Hz_-65.00dBFS.wav
137,"[13650.814669803825,38]","[[7007.8125,61],[13650.814669803825,38]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000137_single_13650.81Hz_-52.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000137_combined_07007.81Hz_-29.00dBFS+13650.81Hz_-52.00dBFS.wav
138,"[4159.464077574929,29]","[[3632.8125,66],[4159.464077574929,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000138_single_04159.46Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000138_combined_03632.81Hz_-24.00dBFS+04159.46Hz_-61.00dBFS.wav
139,"[4249.65821636262,35]","[[1687.5,45],[4249.65821636262,35]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000139_single_04249.66Hz_-55.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000139_combined_01687.50Hz_-45.00dBFS+04249.66Hz_-55.00dBFS.wav
140,"[18953.402750447174,24]","[[6750,40],[18953.402750447174,24]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000140_single_18953.40Hz_-66.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000140_combined_06750.00Hz_-50.00dBFS+18953.40Hz_-66.00dBFS.wav
141,"[2972.8096248162583,29]","[[3375,45],[2972.8096248162583,29]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000141_single_02972.81Hz_-61.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000141_combined_03375.00Hz_-45.00dBFS+02972.81Hz_-61.00dBFS.wav
142,"[10743.978168940213,39]","[[13757.8125,67],[10743.978168940213,39]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000142_single_10743.98Hz_-51.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000142_combined_13757.81Hz_-23.00dBFS+10743.98Hz_-51.00dBFS.wav
143,"[19072.531419917017,46]","[[14742.1875,66],[19072.531419917017,46]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000143_single_19072.53Hz_-44.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000143_combined_14742.19Hz_-24.00dBFS+19072.53Hz_-44.00dBFS.wav
144,"[1087.9617292198325,45]","[[2156.25,68],[1087.9617292198325,45]]",/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000144_single_01087.96Hz_-45.00dBFS.wav,/google/src/cloud/lauraruis/upload_questions/google3/extra_data_wavs/r000144_combined_02156.25Hz_-22.00dBFS+01087.96Hz_-45.00dBFS.wav
